text,fiscal_period_ref,source,role,page,section,reporting_period,date_of_call,bank,document_type,reference,source_type,is_comparative,sentiment
"OK. That helps. And then I just wanted to also say, on the fee side, obviously, another really good job both on the Investment Bank and the trading businesses, still in uncertain environment. Just wanted to get your thoughts.",quarter,Ken Usdin,Analyst,38,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Ken Usdin (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 38",internal,False,Positive
"You were able to hold the IB fees flat sequentially, which was, I think, better than you had indicated. Just your thoughts on reopening here in the markets and how you're kind of expecting the business to hopefully, albeit understanding it's still an uncertain environment.",quarter,Ken Usdin,Analyst,38,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Ken Usdin (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 38",internal,False,Positive
"Yeah. So this is I suppose, unusual and not unusual. Investment Banking, obviously, has the potential for swings in -- and what's interesting about this one is, would that be bouncing around this sort of $1.1 billion per quarter, $1.2 billion per quarter. And normally, investment banking you'd expect to return within a year or so, and we're now seven quarters into this.",quarter,Alastair Borthwick,CFO,39,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 39",internal,False,Neutral
"So we've got a good pipeline. And mostly what I think corporate America and around the world, C-suite executives are looking for, is the confidence that comes from macroeconomic certainty, geopolitical certainty. So for as long as we've got the volatility, it's going to stay in this kind of a range.",quarter,Alastair Borthwick,CFO,39,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 39",internal,False,Positive
"But if you were to look back in periods past, Investment Banking can come back very, very quickly to a more historical range of kind of $1.3 billion, $1.4 billion, $1.5 billion per quarter.",quarter,Alastair Borthwick,CFO,39,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 39",internal,False,Neutral
"It's just that we've grown tired of predicting when that might be, Ken.",quarter,Alastair Borthwick,CFO,39,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 39",internal,False,Neutral
"Yeah. Ken, let me give you two other pieces. One, the pipeline still is strong. But more importantly, Matthew and the team have done a good job of building out our capabilities to serve our huge middle market client base, our Global Commercial Banking client base under Wendy's leadership, and that is growing quickly.",quarter,Brian Moynihan,CEO,39,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 39",internal,False,Positive
"And that's a market which is -- we're relatively unpenetrated in. We had good market share with our clients, but -- that we did business with, but we continue -- meaning Investment Banking business with. And so that's generating probably better performance for us than others in terms of holding our position flat relative to up a little bit year over year, flat year over year versus a down market. So we added -- we basically doubled the size of that team and we'll double it again.",quarter,Brian Moynihan,CEO,39,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 39",internal,False,Positive
It's that kind of opportunity for us.,quarter,Brian Moynihan,CEO,39,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 39",internal,False,Positive
Got it. Great. Thank you for the color.,quarter,Ken Usdin,Analyst,40,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Ken Usdin (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 40",internal,False,Neutral
We'll take our next question from Manan Gosalia with Morgan Stanley. Please go ahead. Your line is open.,quarter,Operator,Other,40,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Operator (Other)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 40",internal,False,Neutral
"Hi. Good morning. My question was around deposit growth level and deposit growth you think you need from here. Should it be in line with loan growth? Or are you happy to let some of the more maybe nontransaction deposits run off? And the reason I ask is because as noted in some of the prior questions, some of our peers are saying that there's more room for consumer deposits to reprice higher, especially core checking accounts.",quarter,Manan Gosalia,Analyst,40,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Manan Gosalia (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 40",internal,False,Neutral
It sort of sounds like you disagree with that. So wanted to assess how much you might need to respond if competitors act differently.,quarter,Manan Gosalia,Analyst,40,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Manan Gosalia (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 40",internal,False,Neutral
"So a couple of things. One, just broad based, we have a $1.9 trillion of deposits and $1 trillion of loans. So we have a tremendously high deposit base. But also, if you think about -- if you look at the Slide 5 or whatever, as we show the deposits by business.",quarter,Brian Moynihan,CEO,40,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 40",internal,False,Positive
"In the banking business, Global Banking, I think 6 quarters, we've been relatively flat, so -- and starting to grow off of that. That is fully priced. And it's not like Corporate Treasury way around to -- talk to you about what you're paying in a noninterest-bearing percentage that has drifted down. The amount they hold in excess of that, part of that to pay fees has been relatively stable.",quarter,Brian Moynihan,CEO,40,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 40",internal,False,Neutral
"And so we feel very good about that. If you look at wealth management. Basically, all the movement was made -- has been made pretty much to the higher rate environment, i.e., buying treasury securities directly. If you look at our wealth management business, the amount of short-term cash-oriented type investments, money market funds, etc, treasuries, etc, has gone from like $500 billion to $700 billion or $800 billion over the last several -- last couple of years.",quarter,Brian Moynihan,CEO,40,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 40",internal,False,Positive
"So that move is taking place. And then -- and so the rest of it is now in a relatively stable base. You can see those numbers. If you go to the consumer side, there's basically two or three things.",quarter,Brian Moynihan,CEO,41,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 41",internal,False,Neutral
"One is, in the medium-income households plus or minus, you're seeing the slow spend down, even though they still have multiples of what they had pre-pandemic in our accounts. And even if that's a small part of the overall deposit base, there's still a slow trend where that's drifting down as all the things you read about go on. And the higher end part of that base, in a broad consumer base, they're actually below the pandemic by about 20%. And that's because they move the money into the market, and you can see that in some of the preferred category pricing.",quarter,Brian Moynihan,CEO,41,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 41",internal,False,Negative
"So where people think about checking and money markets in this, we think -- I always have thought about it a little more straightforward, which is transactional cash and investment cash. The investment cash has largely been resuited across the businesses. The transactional cash holds because it's money in motion moving every day.",quarter,Brian Moynihan,CEO,41,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 41",internal,False,Neutral
"And for our consumer business, that's represented by the $0.5 trillion of checking account balance that you can see on the page, with some modest amounts in money markets and stuff that are carried as the cushion people have.",quarter,Brian Moynihan,CEO,41,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 41",internal,False,Neutral
"And if they move the money in the market, they've moved it. And so we're watching consumer because there's a little more drifting there, and it's up $250 billion since pre-pandemic. And you're saying you have the dynamics of loans, student loan repayments starting, that's 1 million of our customers pay student loans. You have the dynamics of interest rate impacts on cash carry of loan balances, so that's higher.",quarter,Brian Moynihan,CEO,41,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 41",internal,False,Neutral
"And that will sort out, but it takes a lot longer. That's across 37 million people, so it's -- the impact we'll have to sort through. And so we feel good about it.",quarter,Brian Moynihan,CEO,42,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 42",internal,False,Positive
"But I think people look by category and this and that, you have to think about more how a customer, what in the business a consumer behaves. And what we've seen is them adjusting their behavior based on their household circumstances. And largely through the system and most of it coming a little bit slower in consumer just because of the natural question that they're -- if there are a lot of stimulus win in those accounts, what do I do with it over time, and now they're doing something.",quarter,Brian Moynihan,CEO,42,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 42",internal,False,Negative
