text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call,bank,document_type,source,sentiment
"Expenses of $8.8 billion were down 1% year-on-year, with lower legal expense predominantly offset by higher revenue-related compensation and growth in employees, as well as higher technology spend.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 3",Negative
Average Banking & Payments loans were down 2% year-on-year and down 1% sequentially. In the middle market and large corporate client segments we continue to see softness in both new loan demand and revolver utilization in part due to clients’ access to receptive capital markets.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 3",Negative
"In multi-family, while we are seeing encouraging signs in loan originations as long-term rates fall, we expect overall growth to remain muted in the near term as originations are offset by payoff activity.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 3",Negative
"NIR was a net gain of $155 million compared with a net loss of $425 million in the prior year, predominantly driven by lower net investment securities losses this quarter. Expenses of $589 million were down $107 million year-on-year.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 3",Negative
"Hey, good morning. So, Jeremy, as you highlighted, full year NII guidance implies a sizable drop in Q4 NII ex. Markets about 6%. So, can you just maybe discuss what are the largest drivers of the sequential decline including any initial thoughts on deposit behavior and pricing since the 50 basis point cut?",quarter,Jim Mitchell,Analyst,4,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Jim Mitchell (Analyst)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 4",Negative
"Yeah. Sure, Jim. I'll try to answer both questions together to the best of my ability. So, as we sit here today, the biggest single driver of the sequential decline is, in fact – that we're expecting – is, in fact, the yield curve. So, that yield curve has changed a little bit since Daniel made his comments at the conference earlier in the quarter, but not that significantly.",quarter,Jeremy Barnum,CFO,4,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 4",Negative
"Hi. Good morning. So Jeremy, how are you? So I do want to ask on expenses, just in light of some of the comments that Daniel had made recently, just noting that consensus expense forecast for next year looked a little bit too light. I believe at the time it was just below $94 billion.",quarter,Steven Chubak,Analyst,5,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Steven Chubak (Analyst)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 5",Negative
"And while we're at it, I would also just remind you on the NII comments at the time, the consensus for this year was $91.5 billion and for next year it was $90 billion so that was implying at the time a sequential decline of $1.5 billion. It was because we felt that decline wasn't big enough that we made the comments that we made. So happy to expand more on that, but anyway.",quarter,Jeremy Barnum,CFO,5,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 5",Negative
"The other thing is that we have continued to execute on our growth strategies this year so there's a not insignificant amount of annualization. You can't quite see that in the fourth quarter numbers because of the seasonality of incentive comp., but if you were to strip that out, you would see probably some sequential increases and so annualization as an additional headwind.",quarter,Jeremy Barnum,CFO,5,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 5",Negative
"Number one, NII is expected to be down 6% sequentially in fourth quarter. I think year-over-year in 2025, consensus has it down 4% from your new level. So it sounds like consensus still has room to come down, and based on the forward curve, Jeremy, it could be a little bit worse year-over-year than the fourth quarter sequential rate.",quarter,Erika Najarian,Analyst,7,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Erika Najarian (Analyst)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 7",Negative
"Now that consists of, I already mentioned previously that we sort of expect the NII trough sometime in the middle of the year, so you can kind of assemble the parts. You've got a fourth quarter run rate, you've got some sequential declines, you've got a trough in the middle of the year, and you've got a rough ballpark for the full year.",quarter,Jeremy Barnum,CFO,7,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 7",Negative
"So you can imagine that the trough probably is a little lower than those numbers and then to the extent that growth revolve resumes in the back half of the year in both deposit balances and the ongoing tailwind of Card revolve, although that tailwind will be a little bit less than you might have otherwise thought. I mean, sorry. A little bit less than it was this year but still a tailwind.",quarter,Jeremy Barnum,CFO,7,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 7",Negative
"If you open branches, you initially experience an expense, but down the road you need capital to support the deposits. Same for the Innovation Economy, same for private bankers, et cetera. If you look at it roughly, we have about a minimum $30 billion of excess capital. And for me, it's not burning a hole in my pocket. I look at it as you own the whole company and you can't properly deploy it now, it is perfectly reasonable to wait. And I've been quite clear that I think the future could be quite turbulent. And asset prices, in my view, in life you've got to take a view sometimes, are inflated. I don't know if they're extremely inflated or a little bit, but I prefer to wait.",quarter,Jamie Dimon,CEO,8,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Jamie Dimon (CEO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 8",Negative
"One last thing. Cash is a very valuable asset sometimes in a turbulent world. And you see my friend Warren Buffett stockpiling cash right now. I mean, people should be a little more thoughtful about how we're trying to navigate in this world and grow for the long term for our company.",quarter,Jamie Dimon,CEO,8,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Jamie Dimon (CEO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 8",Negative
"I note that you talk about requirements coming down relative to what was originally proposed which was obviously true per the speech, but I do think we need to be a little bit careful not to fall into the trap of saying that that's like progress just because the original proposal was so dramatically higher than what anyone thought was reasonable. And I would remind you, which you obviously know, that before this proposal came out, it was our position strongly felt, that our then-prevailing capital requirements were, if anything, already more than we needed.",quarter,Jeremy Barnum,CFO,10,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 10",Negative
"Yeah. And also in the debt markets, rates came down, spreads are quite low, and markets are wide open. So it kind of makes sense that people are taking advantage of that today. Those conditions may not prevail, be the ongoing conditions late next year.",quarter,Jamie Dimon,CEO,11,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Jamie Dimon (CEO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 11",Negative
"So I think what there is to say about consumer spend is a little bit boring in a sense because what's happened is that it's become normal, so meaning – I mean, I think we're getting to the point where it no longer makes sense to talk about the pandemic, but maybe one last time. One of the things that you had was that heavy rotation into T&E as people did a lot of traveling and they booked cruises that they hadn't done before, and everyone was going out to dinner a lot, whatever. So you had the big spike in T&E, the big rotation into discretionary spending, and that's now normalized. And you would normally think that rotation out of discretionary into nondiscretionary would be a sign of consumers battening down the hatches and getting ready for a much worse environment. But given the levels that it started from, what we see it as is actually like normalization. And inside that data, we're not seeing weakening, for example, in retail spending.",quarter,Jeremy Barnum,CFO,11,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 11",Negative
"Of course, there are some ways in which being a bank hinders our ability to do that. And one of the arguments that we've made going back to the capital and liquidity regulations is that when you come to the impact on the kind of U.S. capital markets ecosystem, which is the end view of the world, its worked well in its current construct for a long time where some activities were inside the regulated perimeter and there was robust participation from unregulated capital of various sorts. And a world where more and more of that activity gets pushed outside of bank market makers is a meaningful change to that structure that is untested, and it's unclear why you would want that. And we've cautioned that if that's the intent of the regulations, it should be intentional and well-studied. But in the meantime, we're going to adjust and compete to the best of our ability given the constraints of the current rule set.",quarter,Jeremy Barnum,CFO,13,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 13",Negative
"And side point, it's just another reason why it's important to look at the whole framework holistically when we think about the regulatory response of the events of two springs ago. You don't want those types of spikes and it raises some questions about why there isn't more readiness to deploy into those types of disruptions, albeit this one was relatively minor.",quarter,Jeremy Barnum,CFO,14,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 14",Negative
"But in any case, when you put all that together, it would seem to add some weight to the notion that maybe QT should be wound down and that seems to be increasingly the consensus that that's going to get announced at some point in the fourth quarter. So my only point was if you play that view through, it's a residual headwind for system-wide deposit growth which gets removed. And that's one of the reasons that we feel that we're probably in the trough of our deposit balances at the level of...",quarter,Jeremy Barnum,CFO,14,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 14",Negative
"– that there's lots of different offsetting factors right now, right. You've got the yield curve, you've got Card revolve, you've got balances. And balances have been a headwind. We now see it as neutral and they could potentially become a tailwind later in the year. And one of the potential reasons for that is – one of the potential reasons for that is the potential end of QT, but emphasize the word potential, to Jamie's point.",quarter,Jeremy Barnum,CFO,15,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 15",Negative
"No. Those were core NII or NII ex.. So again, reiterating at the time, the 2024 consensus was $91.5 billion. The 2025 consensus was $90 billion on NII ex. and our point was that that number, which remains an asset-sensitive number, indicated an insufficient amount of sequential decline year-on-year. The current consensus as we see it for NII ex. Markets is $87 billion. And as we've noted, that's closer albeit maybe still a little bit toppy.",quarter,Jeremy Barnum,CFO,16,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 16",Negative
"Okay. That's helpful. So it sounds like you're a little bit above that, but there's still some pressure. But you're not dramatically above those levels.",quarter,Saul Martinez,Analyst,18,Q and A,Q3_2024,2024-10-11,JPMorgan,transcript,"Saul Martinez (Analyst)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 18",Negative
"And credit costs were $2.6 billion, reflecting net charge-offs of $2.2 billion and a net reserve build of $474 million. Net charge-offs were up $1.3 billion, predominantly driven by Card and single name exposures in Wholesale, which were largely previously reserved. The net reserve build was primarily driven by loan growth in Card and a deterioration in the outlook related to commercial real estate valuations in the Commercial Bank.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 2",Negative
